"location","source","target"
"/admin/config/ting/autocomplete","Facet index:",""
"/admin/config/ting/autocomplete","The index to get suggestions from.<br/>
               This variant looks in the specified index for entries that contain the words from specified query string and then counts results in groups based on the specified facet index. This will also provide suggestions for phrases that contain the words from the query string.<br/>
               Care should be taken in selecting a suitable pair of indexes. The facet index should be an index generated from the same data as the match index. The match index should be a term index and the facet index should be a phrase index<br/>
               F.ex.: scanphrase.mainTitle (combined with match index: scanterm.mainTitle) + query: ""kan"" will match ""From Impressionism to <b>Kan</b>dinsky""",""
"/admin/config/ting/autocomplete","Query filter:",""
"/admin/config/ting/autocomplete","A query that may be used to filter the area you want to get suggestions from. F.ex.: term.workType=literature",""
"/admin/config/ting/autocomplete","Output sort order:",""
"/admin/config/ting/autocomplete","Defaults to ""count""",""
"/admin/config/ting/autocomplete","Agency:",""
"/admin/config/ting/autocomplete","Only get suggestions from data accessible to the specified library ID. F.ex.: 715100",""
"/admin/config/ting/autocomplete","Profile:",""
"/admin/config/ting/autocomplete","Only get suggestions from data accessible to the specified search profile, as defined in the VIP database.",""
"/admin/config/ting/autocomplete","Max suggestions:",""
"/admin/config/ting/autocomplete","Maximum suggestions to return. Default 10",""
"/admin/config/ting/autocomplete","Max request time:",""
"/admin/config/ting/autocomplete","Maximum request time in milliseconds. Default 2000",""
"/admin/config/ting/autocomplete","Highlight:",""
"/admin/config/ting/autocomplete","Add prefix and suffix around strings that match the query.",""
"/admin/config/ting/autocomplete","Highlight prefix & suffix:",""
"/admin/config/ting/autocomplete","Defaults to &lt;em&gt; & &lt;/em&gt;.",""
"/admin/config/ting/autocomplete","Minimum string:",""
"/admin/config/ting/autocomplete","Minimum characters the user has to type before the suggestionservice is queried.",""
"/admin/config/ting/autocomplete","Your table is empty",""
"/admin/config/ting/covers/primo","Primo service settings",""
"/admin/config/ting/covers/primo","Base URL",""
"/admin/config/ting/covers/primo","Base URL for Primo service.",""
"/admin/config/ting/covers/primo","Institution code",""
"/admin/config/ting/covers/primo","Relevant for restricted scopes or for when searching against Primo Central.",""
"/admin/config/ting/covers/primo","Logs requests to the Primo webservice.",""
"/admin/config/ting/covers/custom","Add new cover",""
"/ting_reference/autocomplete/object/js/Harry Potter Lego","!title (!type, !year, !id)",""
"/admin/structure/entity-type/ting_covers_custom/cover/add?destination=admin/config/ting/covers/custom","Entity @entity_id - @entity_label has been saved",""
"/","Ting_covers_custom",""
"/","List<ting_covers_custom>",""
"/ting_search_carousel/results/ajax/0/0","Hear online",""
"/lazy-pane/ajax","If other plugins fails to find serendipity, this plugin will return the result of a simple query. Keep the weight of this plugin higher than all other plugins.",""
"/lazy-pane/ajax","Set fallback query",""
"/admin/content","E-resurse",""
"/biblioteker","Norðlingaskóli",""
"/","Hátíðir",""
"/arrangementer","Location - Fulde navn",""
"/admin/structure/views/view/test","test",""
"","Move",""
"","Default settings",""
"","Fade",""
"","Slide",""
"","Image title",""
"","Animation",""
"","Namespace",""
"/","flexslider",""
"/","FlexSlider File Entity",""
"/","Render files in a specific view mode.",""
"/","FlexSlider",""
"/","Display the results in a FlexSlider widget.",""
"/admin/structure/views/view/test_1_images","test 1 images",""
"","User role",""
"","Add a condition",""
"","Site default",""
"","Section title",""
"","CSS Injector",""
"","Registration form",""
"","Provide modules with a cache that lasts for a single page request.",""
"","Set this context when viewing a node page or using the add/edit form of one of these content types.",""
"","Set this context when a node in the selected book is viewed.",""
"","Set this context when displaying the page of one of these views.",""
"","Context UI",""
"","Provides a simple UI for settings up a site structure using Context.",""
"","Query string",""
"","Sitewide context",""
"","Should this context always be set? If <strong>true</strong>, this context will be active across your entire site.",""
"","Provides this text as a <strong>$section_title</strong> variable for display in page.tpl.php when this context is active.",""
"","Section subtitle",""
"","Provides this text as a <strong>$section_subtitle</strong> variable for display in page.tpl.php when this context is active.",""
"","Section class",""
"","Inject the selected css when this context is set.",""
"","Set this context when any of the selected menu items belong to the current active menu trail.",""
"","Theme variables",""
"","The description of this context definition.",""
"","Reactions",""
"","Control block visibility using context.",""
"","Control menu active class using context.",""
"","Debug output reaction for SimpleTest.",""
"","Context layouts",""
"","Allow theme layer to provide multiple region layouts and integrate with context.",""
"","Choose one of the layouts provided by the default theme.",""
"","Could not save context %title.",""
"","Example: <code>theme</code>",""
"","A tag to group this context with others.",""
"","Add a reaction",""
"","Context editor",""
"","Context inspector",""
"","Set on node form",""
"","Set this context on node forms",""
"","Always active",""
"","This block appears empty when displayed on this page.",""
"","Saved %title.",""
"","Book root",""
"","Set this context when viewing a node whose root book is of the selected type.",""
"","Set this context when the current user has one of the selected role(s).",""
"","Set this context when viewing the site in the selected language.",""
"","Set this context when viewing a node with the selected taxonomy terms.",""
"","Require all conditions",""
"","If checked, all conditions must be met for this context to be active. Otherwise, the first condition that is met will activate this context.",""
"","Please reload the page to view this block.",""
"","Set this context when viewing a user page.",""
"","User account form",""
"","Active for",""
"","Only the current user",""
"","Only other users",""
"","Set the breadcrumb trail to the selected menu item.",""
"","Only on node form",""
"","Context allows you to manage contextual conditions and reactions for different portions of your site. You can think of each context as representing a ""section"" of your site. For each context, you can choose the conditions that trigger this context to be active and choose different aspects of Drupal that should react to this active context.",""
"","< Untagged >",""
"","contexts",""
"","Show all regions",""
"","Show all regions including those that are empty. Enable if you are administering your site using the inline editor.",""
"","Active context: !name",""
"","Set on term form",""
"","Only on term form",""
"","Set this context on term forms",""
"; profiles/ding2/modules/contrib/jcarousel/js/jcarousel.js","Internal server error. Please see server or PHP logs for error information.",""
"","An error occurred at @path.

Error Description: @error",""
"profiles/ding2/modules/contrib/jcarousel/js/jcarousel.js","An error occurred at @path.\n\nError Description: @error",""
"/","jCarousel",""
"/","Display rows in a carousel via jCarousel.",""
"/","FlexSlider Example",""
"/admin/structure/views/view/test_image_carousel","test image carousel",""
"/ting_search_carousel/results/ajax/1/0","Context (any)",""
"/ting_search_carousel/results/ajax/0/0","Set this context on the basis of other active contexts. Put each context on a separate line. The condition will pass if <em>any</em> of the contexts are active. You can use the <code>*</code> character (asterisk) as a wildcard and the <code>~</code> character (tilde) to prevent this context from activating if the listed context is active. Other contexts which use context conditions can not be used to exclude this context from activating.",""
"/ting_search_carousel/results/ajax/1/0","Context (all)",""
"/ting_search_carousel/results/ajax/0/0","Set this context on the basis of other active contexts. Put each context on a separate line. The condition will pass only if <em>all</em> of the contexts are active. You can use the <code>*</code> character (asterisk) as a wildcard and the <code>~</code> character (tilde) to prevent this context from activating if the listed context is active. Other contexts which use context conditions can not be used to exclude this context from activating.",""
"/lazy-pane/ajax","This context will be set if no other context is active except sitewide contexts.",""
"/ting_search_carousel/results/ajax/1/0","Set this context when any of the paths above match the page path. Put each path on a separate line. You can use the <code>*</code> character (asterisk) as a wildcard and the <code>~</code> character (tilde) to exclude one or more paths. Use &lt;front&gt; for the site front page.",""
"/ting_search_carousel/results/ajax/1/0","Set this context when any of the query strings above match the page query string. Put each query string on a separate line. You can use the ""*"" character as a wildcard and <code>~</code> to exclude one or more query strings.",""
"/ting_search_carousel/results/ajax/0/0","Set this context when viewing a taxonomy term page.",""
"/lazy-pane/ajax","Control Region visiblity using context.",""
"/ting_search_carousel/results/ajax/1/0","Control Region visiblity using context.",""
"/lazy-pane/ajax","Template suggestions",""
"/ting_search_carousel/results/ajax/1/0","Template suggestions",""
"/ting_search_carousel/results/ajax/0/0","Add template suggestions using context.",""
"/ting_search_carousel/results/ajax/1/0","Theme page",""
"/lazy-pane/ajax","Theme page",""
"/ting_search_carousel/results/ajax/0/0","Control page theme variables using context.",""
"/lazy-pane/ajax","Theme HTML",""
"/ting_search_carousel/results/ajax/1/0","Theme HTML",""
"/ting_search_carousel/results/ajax/0/0","Control HTML theme variables using context.",""
"/","FlexSlider Example Image",""
"/","FlexSlider Example Slideshow",""
"/","test_image",""
"/","test_body",""
"/","test_link",""
"/","optionset",""
"/","optionsets",""
"/","FlexSlider optionset",""
"/","FlexSlider optionsets",""
"/","Used for generating example FlexSlider implementations",""
"/node/66/delete?destination=admin/content","Entity deleted.",""
"/node/107/edit","The referenced group (@type: @id) is invalid.",""
"/node/105","Heimsókn á safnið ",""
"/node/add/ding-group","Fjölskyldustundir Borgarbókasafnsins",""
"/panels/ajax/editor/add-pane/panel_context:node_view::node_view_panel_context_5::::/attachment_4_1/pm_existing_pages/pm_existing_pages/form","Existing page: @title",""
"/panels/ajax/editor/add-pane/panel_context:node_view::node_view_panel_context_5::::/attachment_4_1/pm_existing_pages/pm_existing_pages/form","This pane will render on front end.",""
"/admin/content","testgroup",""
"/admin/config/ding/user","The link is used in the text next to the log-in form",""
"/admin/config/people/realname","Realname pattern",""
"/admin/config/people/accounts","[user:name],

A site administrator at [site:name] has created an account for you. You may now log in by clicking this link or copying and pasting it to your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password.

After setting your password, you will be able to log in at [site:login-url] in the future using:

username: [user:name]
password: Your password

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

Thank you for registering at [site:name]. Your application for an account is currently pending approval. Once it has been approved, you will receive another e-mail containing information about how to log in, set your password, and other details.


--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

Thank you for registering at [site:name]. You may now log in by clicking this link or copying and pasting it to your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password.

After setting your password, you will be able to log in at [site:login-url] in the future using:

username: [user:name]
password: Your password

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

A request to reset the password for your account has been made at [site:name].

You may now log in by clicking this link or copying and pasting it to your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password. It expires after one day and nothing will happen if it's not used.

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

Your account at [site:name] has been activated.

You may now log in by clicking this link or copying and pasting it into your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password.

After setting your password, you will be able to log in at [site:login-url] in the future using:

username: [user:name]
password: Your password

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

Your account on [site:name] has been blocked.

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

A request to cancel your account has been made at [site:name].

You may now cancel your account on [site:url-brief] by clicking this link or copying and pasting it into your browser:

[user:cancel-url]

NOTE: The cancellation of your account is not reversible.

This link expires in one day and nothing will happen if it is not used.

--  [site:name] team",""
"/admin/config/people/accounts","[user:name],

Your account on [site:name] has been canceled.

--  [site:name] team",""
"/admin/config/people/accounts","Provider user settings",""
"/admin/config/people/accounts","Pin code length",""
"/admin/config/people/accounts","Max @number chars",""
"/admin/config/people/accounts","Link to blocked page",""
"/admin/config/people/accounts","Link to the node containing explanation about the library's blocked user policies.",""
"/admin/config/people/accounts","Fee for SMS",""
"/admin/config/people/accounts","Description to show user if a fee for SMS is defined.",""
"/","Símanúmer",""
"/admin/structure/views/view/ding_library/edit","Administer the FlexSlider module",""
"/admin/structure/views/view/ding_library/preview/ding_library_leaflet/ajax","No preview available",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","<p>The following tokens are available for this field. Note that due to rendering order, you cannot use fields that come after this field; if you need a field not listed here, rearrange your fields.
If you would like to have the characters '[' and ']' please use the html entity codes '%5B' or  '%5D' or they will get replaced with empty space.</p>",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","If checked, all newlines chars (e.g. \n) are converted into HTML &lt;br&gt; tags.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","px",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Show a popup when locations are clicked.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Enter the text for the popup. Tokens are supported.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Use map defined setting",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","0 - Low/Far",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","18 - High/Close",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Zoom Settings",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","These settings will override the zoom settings defined in the map definition. Low values are 'zoomed out', high values are 'zoomed in'.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Initial zoom level",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The starting zoom level when this map is rendered.  Restricted by min and max zoom settings.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Minimum zoom level",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The minimum zoom level allowed. (How far away can you view from?)",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Maximum zoom level",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The maximum zoom level allowed. (How close in can you get?).",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Point Icon",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","These settings will overwrite the icon settings defined in the map definition.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon Source",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon URL",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Can be an absolute or relative URL.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon Shadow URL",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Marker field",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Field to use as output for a map marker.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon image style",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Marker HTML class",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Required class name for the div used to wrap field output. For multiple classes, separate with a space.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon Size",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Icon Anchor",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The coordinates of the 'tip' of the icon (relative to its top left corner). The icon will be aligned so that this point is at the marker's geographical location.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Y",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Shadow Anchor",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The point from which the shadow is shown.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Popup Anchor",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","The point from which the marker popup opens, relative to the anchor point.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Vector Display Options",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","default options",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","These settings will overwrite the !options and constants shared between vector overlays (Polygon, Polyline, Circle).",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","If checked, the default values will be overridden by these settings.",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Stroke",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Draw an outline around the shape. Uncheck to disable borders on polygons and circles. (Default: True)",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line Color",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line color. (Default: #00030f)",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line Weight",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line width in pixels. (Default: 5)",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line Opacity",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line opacity. A number between 0 (would make the line invisible) to 1 (no transparency at all). (Default: 0.5)",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Line Dash Pattern",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","dash pattern",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","A string that defines the line's !url. Depending on your line weight, this can be hard to see. Note that this is ignored by canvas-powered layers (e.g. Android 2). Sample: 5, 5",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","depends",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill the shape with color. Default: ""!depends""",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill Color",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill color. Default: #00030f",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill Opacity",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Fill opacity. A number between 0 (would make the fill invisible) to 1 (no transparency at all). Default: 0.2",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","Clickable",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_geocode","If disabled, the vector will not emit mouse events, essentially acting as a part of the underlying map. Default: True",""
"/admin/structure/views/ajax/config-item/ding_library/ding_library_leaflet/field/field_ding_library_addresse","Use the same configuration as the widget.",""
"/admin/modules","Integrate the FlexSlider 2 library with Drupal",""
"/admin/modules","Sample implementation of FlexSlider",""
"/admin/modules","Adds a display mode in Fields for FlexSlider",""
"/admin/modules","Adds a Views style plugin for FlexSlider",""
"/admin/modules","Create jQuery-based carousel rotators.",""
"/admin/modules","Faxnúmer þessa safns, ef við á.",""
"/admin/modules","Tölvupóstfang upplýsingaþjónustu á þessu safni.",""
"/user/37/edit?destination=admin/ding_users","The timeout must be an integer greater than 60, and less then %max.",""
"/admin/config/regional/translate/i18n_string","Select text groups",""
"/admin/config/regional/translate/i18n_string","If a text group is no showing up here it means this feature is not implemented for it.",""
"/admin/config/regional/translate/i18n_string","Clean up left over strings.",""
"/admin/config/regional/translate/i18n_string","Refresh strings",""
"/admin/config/regional/translate/i18n_string","This will create all the missing strings for the selected text groups.",""
"/admin/config/regional/translate/edit/18299?destination=admin/config/regional/translate/translate","Source string not found.",""
"/bibliotek/grofin","Hafðu samband",""
"/bibliotek/grofin","Afgreiðslutími",""
"/admin/config/content/wysiwyg","Only rename the extracted folder from ""latest"" to ""markitup"", no other changes needed.",""
"/admin/config/content/wysiwyg","Select an editor",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Enable on summary fields",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Attach the editor to summary fields of textareas.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Uses the <a href=""@url"">@setting</a> setting internally.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","This option gives you the ability to enable/disable the editor resizing feature.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Apply simple source formatting",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","If enabled, the editor will re-format the HTML source code using a simple set of predefined rules. Disabling this option could avoid conflicts with other input filters.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Paste plugin",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Settings for the paste plugin.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Force paste as plain text",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","If enabled, all pasting operations insert plain text into the editor, loosing any formatting information possibly available in the source text. Note: Paste from Word is not affected by this setting.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Advanced Content Filter",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","ACF limits and adapts input data (HTML code added in source mode or by the editor.setData method, pasted HTML code, etc.) so it matches the editor configuration in the best possible way. It may also deactivate features which generate HTML code that is not allowed by the configuration. See <a href=""@url"">@url</a> for details.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Automatic",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","If set to <em>Automatic</em> or <em>Custom</em>, the editor will strip out any content not explicitely allowed <strong>when the editor loads</strong>.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Content Rules",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Rules for whitelisting content for the advanced content filter. Both string and object formats accepted. Uses the <a href=""@allowed_url"">allowedContent</a> setting in <em>Custom</em> mode <strong>or</strong> the <a href=""@extra_allwed_url"">extraAllowedContent</a> settings in <em>Automatic</em> mode internally. See <a href=""@info_url"">@info_url</a> for details.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Use default toolbar button grouping",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","This option gives you the ability to enable/disable the usage of default groupings for toolbar buttons. If enabled, toolbar buttons will be placed into predetermined groups instead of all in a single group.",""
"/admin/config/content/wysiwyg/profile/ding_wysiwyg/edit","Optionally define CSS classes for the ""Font style"" dropdown list.<br />Enter one class on each line in the format: !format. Example: !example<br />If left blank, CSS classes are automatically imported from loaded stylesheet(s).",""
"/admin/config","FlexSlider library not found.",""
"/admin/config","The FlexSlider library could not be detected. Please consult the README.md for installation instructions.",""
"/admin/config","Ting Openlist is not configured, please !configure the module before continuing.",""
"/admin/config/content/formats/ding_wysiwyg","Placeholder for characters with no known US-ASCII equivalent",""
"/admin/config/content/formats/ding_wysiwyg","The image resize filter will analyze &lt;img&gt; tags and compare the given height and width attributes to the actual file. If the file dimensions are different than those given in the &lt;img&gt; tag, the image will be copied and the src attribute will be updated to point to the resized image.",""
"/admin/config/content/formats/ding_wysiwyg","Resize images stored",""
"/admin/config/content/formats/ding_wysiwyg","Locally",""
"/admin/config/content/formats/ding_wysiwyg","On remote servers (note: this copies <em>all</em> remote images locally)",""
"/admin/config/content/formats/ding_wysiwyg","This option will determine which images will be analyzed for &lt;img&gt; tag differences. Enabling resizing of remote images can have performance impacts, as all images in the filtered text needs to be transfered via HTTP each time the filter cache is cleared.",""
"/admin/config/content/formats/ding_wysiwyg","If resized, add a link to the original image.",""
"/admin/config/content/formats/ding_wysiwyg","Optionally, give it the class",""
"/admin/config/content/formats/ding_wysiwyg","and/or a rel attribute",""
"/admin/config/content/formats/ding_wysiwyg","File entity view mode",""
"/admin/config/content/formats/ding_wysiwyg","Default oEmbed request options",""
"/admin/config/content/formats/ding_wysiwyg","A series of attribute value pairs for the default request options. For example, <em>maxwidth=""500""</em>.",""
"/admin/config/content/formats/ding_wysiwyg","Automatically embed URLs",""
"/admin/config/content/formats/ding_wysiwyg","When possible, embed the media content from a URL directly in the input.",""
"/admin/config/content/formats/ding_wysiwyg","Maximum width of embed",""
"/admin/config/content/formats/ding_wysiwyg","The maximum width of an embed, isn't respected by all providers",""
"/admin/config/content/formats/ding_wysiwyg","Maximum height of embed",""
"/admin/config/content/formats/ding_wysiwyg","The maximum height of an embed, isn't respected by all providers",""
"/admin/config/content/formats/ding_wysiwyg","Link to the original",""
"/admin/config/content/formats/ding_wysiwyg","Linking to the original can be helpful to give users a full-size view of the image. Adding the class ""thickbox"" is helpful if you have installed the <a href=""http://drupal.org/project/thickbox"">thickbox module</a>. The rel attribute may be useful when used with the <a href=""http://drupal.org/project/lightbox2"">lightbox2</a> and <a href=""http://drupal.org/project/shadowbox"">shadowbox</a> modules.",""
"/biblioteker","Menningarhús",""
"/node/115","Bókakaffi",""
"/?destination=node/133&autologout_timeout=1","Velkomin á bókasafnið",""
"/user/logout","Aðstaða",""
"/node/48","Þjónustustefna Borgarbókasafnsins",""
"/node/51","Salaleiga",""
"/node/71","Net, tölvur og prentarar",""
"/node/101","Leiðsagnir um sýningu",""
"/node/97","Námskeið um meðferð bóka ",""
"/node/139","Hlaðvarpið ",""
"/node/139","Hlustaðu á Bókmenntaumfjöllun ",""
"/node/42","Praktískar upplýsingar fyrir heimsókn ",""
"/admin/config/search/settings","Logging",""
"/admin/config/search/settings","Log searches",""
"/admin/config/search/settings","If checked, all searches will be logged. Uncheck to skip logging. Logging may affect performance.",""
"/admin/config/search/settings","Transliterate search index and searched strings.",""
"/admin/config/search/settings","Enable to allow searching and indexing using US-ASCII character set, i.e. to treat accented and unaccented letters the same.",""
"/node/add/ding-group","VIð mælum með!",""
"/temaer/vid-maelum-med","Við mælum með!",""
"/admin/config/ting/ting_search_carousel","The subtitle displayed next to the search results.",""
"/admin/config/ting/ting_search_carousel","The query to display search results for.",""
"/admin/config/ting/ting_search_carousel/frontend_settings","Show descriptions for navigational tabs",""
"/admin/config/ting/ting_search_carousel/frontend_settings","Toggle whether descriptions of the various searches are displayed or not.",""
"/admin/config/ting/ting_search_carousel/frontend_settings","Tab switching transition",""
"/admin/config/ting/ting_search_carousel/frontend_settings","The JS transition used when switching tabs. This applies to the front page carousel.",""
"/admin/config/ting/ting_search_carousel/frontend_settings","Number of items pre-loaded in carousel",""
"/admin/config/ting/ting_search_carousel/frontend_settings","Number of items that's fully visible. Used for fall-back purposes.",""
"/admin/config/regional/language/configure","Translation Management Job",""
"/admin/config/regional/language/configure","Translation Management Job Item",""
"/admin/config/regional/language/configure","Translation Management Message",""
"/admin/config/regional/language/configure","Translation Management Translator",""
"/admin/config/regional/language/configure","Remote job mapping",""
"/admin/config/regional/language/configure","Translation Management Translators",""
"/admin/config/regional/language/configure","Manage Translation Management Translators.",""
"/admin/config/regional/language/configure","Translation Management settings",""
"/admin/config/regional/language/configure","Frontend translations",""
"/admin/config/regional/language/configure","Cart (@count)",""
"/admin/config/regional/language/configure","Translation overview",""
"/admin/config/regional/language/configure","Request Job translation",""
"/admin/config/regional/language/configure","Translation Management",""
"/admin/config/regional/language/configure","Translation Job",""
"/admin/config/regional/language/configure","The translation job for which translations should be requested.",""
"/admin/config/regional/language/configure","Accept Job translation",""
"/admin/config/regional/language/configure","The translation job for which translations should be accepted.",""
"/admin/config/regional/language/configure","An optional message",""
"/admin/config/regional/language/configure","Will be stored in the job message and displayed to the user.",""
"/admin/config/regional/language/configure","Abort translation job",""
"/admin/config/regional/language/configure","The translation job that should be aborted.",""
"/admin/config/regional/language/configure","Delete Job",""
"/admin/config/regional/language/configure","The translation job that should be deleted.",""
"/admin/config/regional/language/configure","Checkout a job",""
"/admin/config/regional/language/configure","The translation job that should be checked out.",""
